epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
      1215, 7877.189,    0.005,       3.4716e-05,       6.2911e-08,       3.4779e-05,        0.137,         0.18,        0.107,        0.172,        0.139,        0.137,         0.22,        0.178,        0.094,      0.00627,       0.00030185,        4.589e-08,       0.00030189,        0.344,        0.532,        0.217,        0.488,        0.353,        0.336,        0.691,        0.513,       0.0726,      0.00484
      1216, 7882.815,    0.005,       3.2849e-05,       1.5344e-07,       3.3002e-05,        0.134,        0.176,        0.111,        0.162,        0.136,        0.141,        0.208,        0.175,        0.149,      0.00992,       0.00030123,       4.5724e-08,       0.00030127,        0.343,        0.531,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00483
      1217, 7888.534,    0.005,       2.8472e-05,       7.7677e-08,        2.855e-05,        0.126,        0.163,        0.104,         0.15,        0.127,        0.134,        0.192,        0.163,        0.102,      0.00681,        0.0003013,       4.5866e-08,       0.00030134,        0.343,        0.532,        0.217,        0.487,        0.352,        0.336,         0.69,        0.513,       0.0726,      0.00484
      1218, 7894.024,    0.005,        2.679e-05,       4.3424e-08,       2.6833e-05,        0.122,        0.158,        0.101,        0.146,        0.124,        0.129,        0.186,        0.158,       0.0778,      0.00518,       0.00030135,       4.6012e-08,        0.0003014,        0.343,        0.532,        0.217,        0.487,        0.352,        0.336,        0.691,        0.513,       0.0725,      0.00484
      1219, 7899.554,    0.005,       3.0307e-05,       3.5378e-08,       3.0342e-05,        0.129,        0.169,        0.105,        0.156,        0.131,        0.134,        0.201,        0.167,       0.0709,      0.00473,       0.00030163,       4.5931e-08,       0.00030167,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.691,        0.513,       0.0725,      0.00483
      1220, 7905.337,    0.005,        2.893e-05,       4.0454e-08,        2.897e-05,        0.126,        0.165,        0.101,        0.155,        0.128,        0.128,        0.198,        0.163,       0.0737,      0.00492,       0.00030152,       4.5754e-08,       0.00030157,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.691,        0.513,       0.0726,      0.00484
      1221, 7911.107,    0.005,       2.6389e-05,       3.2681e-08,       2.6422e-05,        0.121,        0.157,        0.099,        0.146,        0.122,        0.127,        0.186,        0.156,       0.0662,      0.00441,       0.00030159,       4.5442e-08,       0.00030164,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0724,      0.00482
      1222, 7916.671,    0.005,       2.5964e-05,       3.2955e-08,       2.5997e-05,         0.12,        0.156,       0.0966,        0.147,        0.122,        0.123,        0.186,        0.155,        0.066,       0.0044,       0.00030166,       4.5567e-08,        0.0003017,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00483
      1223, 7922.796,    0.005,       2.7093e-05,       2.2166e-08,       2.7115e-05,        0.122,        0.159,       0.0996,        0.147,        0.123,        0.128,        0.189,        0.158,       0.0499,      0.00332,       0.00030181,       4.5551e-08,       0.00030186,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00483
      1224, 7928.579,    0.005,       2.7362e-05,       2.8385e-08,       2.7391e-05,        0.123,         0.16,       0.0979,        0.151,        0.124,        0.125,        0.192,        0.159,       0.0628,      0.00419,       0.00030161,       4.5747e-08,       0.00030166,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0724,      0.00483
      1225, 7934.012,    0.005,       2.8215e-05,       7.9732e-08,       2.8294e-05,        0.124,        0.163,          0.1,        0.152,        0.126,        0.128,        0.195,        0.161,        0.102,      0.00681,       0.00030152,       4.5603e-08,       0.00030157,        0.343,        0.532,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0723,      0.00482
      1226, 7939.581,    0.005,       2.9747e-05,       8.4946e-08,       2.9832e-05,        0.128,        0.167,        0.107,        0.153,         0.13,        0.136,        0.197,        0.166,        0.106,       0.0071,       0.00030147,       4.5661e-08,       0.00030151,        0.343,        0.532,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0724,      0.00483
      1227, 7944.906,    0.005,       3.2971e-05,       4.1888e-08,       3.3013e-05,        0.134,        0.176,        0.105,        0.168,        0.136,        0.135,        0.213,        0.174,       0.0772,      0.00515,       0.00030169,       4.5547e-08,       0.00030173,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0722,      0.00482
      1228, 7950.654,    0.005,       4.0482e-05,       1.0558e-07,       4.0588e-05,        0.149,        0.195,        0.112,        0.192,        0.152,        0.143,        0.241,        0.192,        0.124,      0.00824,       0.00030153,       4.5829e-08,       0.00030157,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0724,      0.00483
      1229, 7956.659,    0.005,       4.1279e-05,        4.565e-08,       4.1325e-05,        0.149,        0.197,        0.112,        0.191,        0.151,        0.141,        0.245,        0.193,       0.0833,      0.00555,       0.00030123,       4.5415e-08,       0.00030127,        0.343,        0.531,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0719,      0.00479
      1230, 7963.155,    0.005,       4.4279e-05,       9.9563e-08,       4.4378e-05,         0.15,        0.204,        0.115,         0.19,        0.153,        0.147,        0.254,          0.2,        0.122,      0.00813,       0.00030082,       4.5184e-08,       0.00030086,        0.343,        0.531,        0.217,        0.487,        0.352,        0.335,         0.69,        0.513,       0.0717,      0.00478
      1231, 7968.772,    0.005,       4.1939e-05,        1.003e-07,       4.2039e-05,        0.152,        0.198,        0.115,        0.193,        0.154,        0.146,        0.245,        0.195,        0.117,      0.00779,        0.0003017,       4.5546e-08,       0.00030175,        0.343,        0.532,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0719,       0.0048
      1232, 7974.412,    0.005,       4.4361e-05,       1.7959e-07,       4.4541e-05,        0.157,        0.204,        0.127,        0.192,        0.159,        0.162,        0.243,        0.203,         0.16,       0.0107,       0.00030107,       4.5949e-08,       0.00030112,        0.343,        0.531,        0.217,        0.487,        0.352,        0.335,         0.69,        0.513,       0.0722,      0.00481
      1233, 7980.039,    0.005,       3.5587e-05,       2.5471e-07,       3.5842e-05,        0.141,        0.183,        0.119,        0.167,        0.143,        0.151,        0.213,        0.182,        0.189,       0.0126,       0.00030071,       4.6194e-08,       0.00030076,        0.343,        0.531,        0.216,        0.487,        0.352,        0.334,         0.69,        0.512,       0.0722,      0.00481
      1234, 7985.478,    0.005,       3.1446e-05,       7.8035e-08,       3.1524e-05,        0.132,        0.172,        0.101,        0.167,        0.134,         0.13,        0.209,         0.17,        0.109,      0.00724,       0.00030088,       4.6327e-08,       0.00030093,        0.343,        0.531,        0.216,        0.487,        0.352,        0.334,        0.691,        0.512,       0.0724,      0.00483
      1235, 7991.397,    0.005,       3.3713e-05,       1.7703e-07,        3.389e-05,        0.138,        0.178,        0.112,        0.168,         0.14,        0.142,        0.211,        0.177,        0.167,       0.0111,       0.00030095,       4.5787e-08,         0.000301,        0.343,        0.531,        0.216,        0.487,        0.352,        0.334,        0.691,        0.512,       0.0722,      0.00482
      1236, 7997.745,    0.005,       3.0641e-05,        3.612e-08,       3.0677e-05,         0.13,        0.169,        0.106,        0.158,        0.132,        0.136,        0.201,        0.169,        0.074,      0.00494,       0.00030104,        4.578e-08,       0.00030109,        0.343,        0.531,        0.216,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0723,      0.00482
      1237, 8004.424,    0.005,       3.1633e-05,       7.0313e-08,       3.1703e-05,        0.132,        0.172,        0.104,        0.164,        0.134,        0.133,        0.209,        0.171,       0.0985,      0.00657,       0.00030092,       4.6003e-08,       0.00030096,        0.343,        0.531,        0.217,        0.487,        0.352,        0.335,         0.69,        0.513,       0.0724,      0.00483
      1238, 8010.798,    0.005,       2.8143e-05,       5.6138e-08,       2.8199e-05,        0.125,        0.162,        0.101,        0.152,        0.127,         0.13,        0.193,        0.161,       0.0838,      0.00559,        0.0003014,       4.6099e-08,       0.00030144,        0.343,        0.532,        0.216,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0726,      0.00484
      1239, 8017.198,    0.005,       2.9551e-05,       1.6904e-07,        2.972e-05,        0.128,        0.166,        0.104,        0.156,         0.13,        0.132,        0.198,        0.165,         0.16,       0.0107,       0.00030164,       4.5803e-08,       0.00030168,        0.343,        0.532,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00484
      1240, 8023.730,    0.005,       2.9478e-05,       1.3608e-07,       2.9614e-05,        0.127,        0.166,        0.105,        0.153,        0.129,        0.134,        0.197,        0.165,        0.121,      0.00809,       0.00030192,       4.6126e-08,       0.00030197,        0.343,        0.532,        0.217,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00483
      1241, 8030.392,    0.005,       3.1149e-05,       1.2001e-07,       3.1269e-05,        0.132,        0.171,        0.107,        0.161,        0.134,        0.136,        0.204,         0.17,        0.123,      0.00823,       0.00030201,        4.617e-08,       0.00030205,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.691,        0.514,       0.0727,      0.00485
      1242, 8036.912,    0.005,       3.5417e-05,       5.0831e-08,       3.5468e-05,        0.138,        0.182,        0.106,        0.175,        0.141,        0.137,        0.223,         0.18,        0.079,      0.00526,       0.00030217,       4.5833e-08,       0.00030222,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0725,      0.00483
      1243, 8043.350,    0.005,       3.5264e-05,       1.6292e-07,       3.5426e-05,        0.142,        0.182,         0.12,        0.166,        0.143,        0.153,         0.21,        0.182,         0.15,      0.00999,       0.00030247,       4.6105e-08,       0.00030251,        0.343,        0.533,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0725,      0.00483
      1244, 8049.790,    0.005,       4.7354e-05,       2.1566e-07,       4.7569e-05,        0.161,        0.211,        0.125,        0.201,        0.163,        0.163,        0.254,        0.209,        0.181,       0.0121,       0.00030214,       4.6392e-08,       0.00030218,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.691,        0.514,       0.0728,      0.00485
      1245, 8056.354,    0.005,       3.8704e-05,       1.9205e-07,       3.8896e-05,        0.145,        0.191,        0.111,        0.185,        0.148,        0.141,        0.234,        0.188,        0.163,       0.0109,       0.00030221,       4.6547e-08,       0.00030226,        0.343,        0.532,        0.216,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0728,      0.00485
      1246, 8062.569,    0.005,       3.8722e-05,       8.7267e-08,       3.8809e-05,        0.145,        0.191,         0.11,        0.185,        0.147,        0.141,        0.235,        0.188,        0.108,      0.00721,       0.00030189,       4.6495e-08,       0.00030194,        0.343,        0.532,        0.216,        0.487,        0.352,        0.336,        0.691,        0.513,       0.0726,      0.00484
      1247, 8069.224,    0.005,       3.0907e-05,       7.3303e-08,       3.0981e-05,         0.13,         0.17,        0.101,        0.164,        0.132,        0.129,        0.208,        0.168,        0.104,      0.00694,       0.00030239,       4.6449e-08,       0.00030244,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0727,      0.00485
      1248, 8076.475,    0.005,       2.9974e-05,       2.1885e-07,       3.0193e-05,        0.129,        0.168,        0.102,        0.159,        0.131,         0.13,        0.202,        0.166,        0.187,       0.0124,       0.00030243,       4.6067e-08,       0.00030247,        0.343,        0.533,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0725,      0.00484
      1249, 8082.735,    0.005,       3.2484e-05,       7.7278e-08,       3.2561e-05,        0.135,        0.175,        0.106,        0.167,        0.137,        0.135,         0.21,        0.173,        0.102,      0.00679,       0.00030266,        4.607e-08,       0.00030271,        0.343,        0.533,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0725,      0.00484
      1250, 8089.579,    0.005,       3.1438e-05,       8.2726e-08,       3.1521e-05,        0.132,        0.172,        0.105,        0.163,        0.134,        0.134,        0.207,         0.17,         0.11,       0.0073,       0.00030273,       4.6203e-08,       0.00030277,        0.343,        0.533,        0.216,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0725,      0.00483
      1251, 8096.068,    0.005,       3.4759e-05,       6.4677e-08,       3.4824e-05,        0.137,        0.181,        0.101,        0.177,        0.139,         0.13,        0.225,        0.177,       0.0875,      0.00583,       0.00030217,       4.5856e-08,       0.00030222,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.514,       0.0722,      0.00481
      1252, 8102.684,    0.005,        3.237e-05,       5.6158e-08,       3.2426e-05,        0.134,        0.174,        0.105,        0.167,        0.136,        0.133,        0.211,        0.172,       0.0831,      0.00554,       0.00030202,       4.5983e-08,       0.00030206,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.513,       0.0727,      0.00485
      1253, 8108.970,    0.005,        3.284e-05,       1.0329e-07,       3.2943e-05,        0.134,        0.175,        0.106,        0.165,        0.136,        0.137,        0.211,        0.174,        0.125,      0.00835,       0.00030195,       4.6057e-08,         0.000302,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.513,       0.0728,      0.00485
      1254, 8115.465,    0.005,       2.7784e-05,       8.4082e-08,       2.7868e-05,        0.124,        0.161,          0.1,        0.151,        0.126,        0.128,        0.192,         0.16,        0.113,      0.00756,       0.00030191,       4.5946e-08,       0.00030195,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.691,        0.513,       0.0725,      0.00483
      1255, 8121.496,    0.005,       2.7048e-05,       1.1839e-07,       2.7167e-05,        0.123,        0.159,        0.102,        0.147,        0.124,         0.13,        0.187,        0.159,        0.136,      0.00905,       0.00030204,       4.6125e-08,       0.00030208,        0.343,        0.532,        0.216,        0.487,        0.352,        0.335,        0.692,        0.514,       0.0728,      0.00485
      1256, 8127.966,    0.005,        2.915e-05,       1.2578e-07,       2.9276e-05,        0.127,        0.165,          0.1,        0.158,        0.129,        0.128,        0.199,        0.164,        0.135,      0.00899,       0.00030198,       4.5946e-08,       0.00030203,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.513,       0.0726,      0.00484
      1257, 8134.809,    0.005,       2.8865e-05,       7.1777e-08,       2.8937e-05,        0.126,        0.165,        0.104,        0.152,        0.128,        0.133,        0.194,        0.164,        0.101,      0.00672,       0.00030216,       4.6085e-08,        0.0003022,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.514,       0.0727,      0.00485
      1258, 8141.876,    0.005,       2.8397e-05,       7.7753e-08,       2.8475e-05,        0.126,        0.163,        0.101,        0.154,        0.128,        0.129,        0.195,        0.162,        0.109,      0.00725,       0.00030202,        4.612e-08,       0.00030207,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.513,       0.0726,      0.00484
      1259, 8148.886,    0.005,       3.0857e-05,       7.9586e-08,       3.0936e-05,         0.13,         0.17,        0.104,        0.159,        0.132,        0.134,        0.204,        0.169,        0.111,      0.00742,       0.00030216,       4.6119e-08,       0.00030221,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.514,       0.0726,      0.00484
      1260, 8156.365,    0.005,       3.2427e-05,       8.1884e-08,       3.2509e-05,        0.134,        0.174,        0.109,        0.163,        0.136,        0.139,        0.208,        0.173,        0.102,      0.00682,       0.00030213,        4.598e-08,       0.00030218,        0.343,        0.532,        0.216,        0.488,        0.352,        0.335,        0.692,        0.514,       0.0724,      0.00483
      1261, 8163.088,    0.005,       3.0365e-05,       4.8503e-08,       3.0414e-05,         0.13,        0.169,        0.107,        0.156,        0.132,        0.136,          0.2,        0.168,       0.0833,      0.00555,       0.00030207,       4.6079e-08,       0.00030211,        0.343,        0.532,        0.217,        0.488,        0.352,        0.336,        0.692,        0.514,       0.0726,      0.00484
      1262, 8169.580,    0.005,       2.9337e-05,       8.9667e-08,       2.9426e-05,        0.127,        0.166,        0.106,        0.152,        0.129,        0.134,        0.196,        0.165,        0.117,      0.00778,       0.00030216,       4.5734e-08,        0.0003022,        0.343,        0.532,        0.217,        0.487,        0.352,        0.336,        0.692,        0.514,       0.0723,      0.00482
      1263, 8176.378,    0.005,       3.1007e-05,       9.2381e-08,         3.11e-05,        0.132,        0.171,        0.109,        0.158,        0.133,        0.139,          0.2,         0.17,        0.117,      0.00777,       0.00030182,       4.5766e-08,       0.00030186,        0.343,        0.532,        0.217,        0.487,        0.352,        0.335,        0.691,        0.513,       0.0721,      0.00481
      1264, 8182.427,    0.005,        2.729e-05,       3.4373e-08,       2.7325e-05,        0.123,         0.16,       0.0985,         0.15,        0.124,        0.127,        0.191,        0.159,       0.0675,       0.0045,       0.00030196,        4.593e-08,       0.00030201,        0.343,        0.532,        0.216,        0.487,        0.352,        0.336,        0.691,        0.514,       0.0723,      0.00482
      1265, 8188.720,    0.005,       3.1882e-05,       8.9792e-08,       3.1972e-05,        0.132,        0.173,          0.1,        0.168,        0.134,        0.127,        0.213,         0.17,        0.116,      0.00771,       0.00030168,        4.599e-08,       0.00030172,        0.343,        0.532,        0.217,        0.487,        0.352,        0.336,        0.691,        0.513,       0.0724,      0.00483
      1266, 8194.961,    0.005,       3.1524e-05,       1.7888e-07,       3.1703e-05,        0.133,        0.172,        0.111,        0.157,        0.134,        0.143,          0.2,        0.171,        0.155,       0.0104,       0.00030112,       4.6167e-08,       0.00030117,        0.343,        0.531,        0.217,        0.486,        0.352,        0.336,         0.69,        0.513,       0.0727,      0.00484
      1267, 8201.184,    0.005,       3.0687e-05,       5.3545e-08,        3.074e-05,         0.13,         0.17,        0.105,        0.159,        0.132,        0.135,        0.202,        0.168,       0.0855,       0.0057,       0.00030098,        4.615e-08,       0.00030103,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.513,       0.0724,      0.00483
      1268, 8207.656,    0.005,       3.3929e-05,       3.6303e-08,       3.3965e-05,        0.138,        0.178,        0.108,        0.172,         0.14,        0.137,        0.216,        0.177,         0.07,      0.00467,       0.00030079,       4.5897e-08,       0.00030084,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.513,       0.0724,      0.00483
      1269, 8213.926,    0.005,       3.1619e-05,       5.7814e-08,       3.1676e-05,        0.133,        0.172,        0.108,        0.162,        0.135,        0.137,        0.205,        0.171,       0.0883,      0.00588,       0.00030085,       4.5501e-08,        0.0003009,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.513,        0.072,       0.0048
      1270, 8219.815,    0.005,       2.8392e-05,       1.1377e-07,       2.8506e-05,        0.125,        0.163,       0.0981,        0.155,        0.126,        0.125,        0.198,        0.162,        0.128,       0.0085,        0.0003008,       4.5569e-08,       0.00030084,        0.342,        0.531,        0.216,        0.487,        0.351,        0.335,         0.69,        0.513,       0.0718,      0.00479
      1271, 8225.863,    0.005,        2.903e-05,       1.1979e-07,       2.9149e-05,        0.126,        0.165,        0.102,        0.153,        0.128,        0.131,        0.196,        0.164,        0.137,      0.00914,       0.00030064,        4.577e-08,       0.00030068,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0722,      0.00481
      1272, 8232.104,    0.005,       3.2776e-05,       1.2159e-07,       3.2898e-05,        0.135,        0.175,        0.111,        0.163,        0.137,        0.142,        0.207,        0.174,        0.137,      0.00913,       0.00030068,       4.5892e-08,       0.00030073,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0722,      0.00481
      1273, 8239.227,    0.005,       3.6661e-05,       9.0122e-08,       3.6751e-05,        0.141,        0.185,        0.108,         0.18,        0.144,        0.138,        0.228,        0.183,        0.111,      0.00739,       0.00030057,       4.5875e-08,       0.00030061,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,        0.072,       0.0048
      1274, 8246.196,    0.005,       2.9853e-05,       4.8892e-08,       2.9902e-05,        0.129,        0.167,        0.105,        0.156,        0.131,        0.133,        0.199,        0.166,       0.0792,      0.00528,       0.00030043,       4.5539e-08,       0.00030048,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0717,      0.00478
      1275, 8252.048,    0.005,       3.1824e-05,       1.3192e-07,       3.1956e-05,        0.133,        0.173,        0.109,        0.161,        0.135,         0.14,        0.204,        0.172,        0.137,      0.00915,       0.00030058,       4.5257e-08,       0.00030063,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0715,      0.00477
      1276, 8258.126,    0.005,       3.0872e-05,       5.7233e-08,       3.0929e-05,        0.131,         0.17,        0.104,        0.162,        0.133,        0.132,        0.205,        0.169,       0.0907,      0.00604,       0.00030006,       4.5121e-08,       0.00030011,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0715,      0.00477
      1277, 8264.010,    0.005,       3.0233e-05,       1.0093e-07,       3.0334e-05,        0.129,        0.168,        0.102,        0.159,        0.131,        0.131,        0.202,        0.167,        0.128,      0.00853,       0.00030002,       4.5217e-08,       0.00030006,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0717,      0.00478
      1278, 8270.997,    0.005,       2.6513e-05,       3.9517e-08,       2.6552e-05,        0.121,        0.158,        0.101,        0.144,        0.122,        0.129,        0.185,        0.157,       0.0713,      0.00476,       0.00030026,       4.5483e-08,       0.00030031,        0.342,        0.531,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0719,      0.00479
      1279, 8278.163,    0.005,       2.6862e-05,       7.2501e-08,       2.6934e-05,        0.122,        0.159,        0.102,        0.144,        0.123,         0.13,        0.186,        0.158,       0.0977,      0.00651,       0.00030035,       4.5402e-08,       0.00030039,        0.342,        0.531,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0719,      0.00479
      1280, 8284.519,    0.005,        3.106e-05,       7.0596e-08,       3.1131e-05,        0.131,        0.171,        0.106,         0.16,        0.133,        0.135,        0.204,        0.169,       0.0981,      0.00654,        0.0003004,       4.5332e-08,       0.00030044,        0.342,        0.531,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0718,      0.00478
      1281, 8291.238,    0.005,        2.988e-05,       1.9567e-08,       2.9899e-05,        0.127,        0.167,       0.0982,         0.16,        0.129,        0.126,        0.204,        0.165,       0.0517,      0.00345,       0.00030006,        4.516e-08,        0.0003001,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0717,      0.00478
      1282, 8297.962,    0.005,       3.0187e-05,       1.6115e-07,       3.0348e-05,        0.129,        0.168,       0.0987,        0.163,        0.131,        0.126,        0.206,        0.166,        0.145,      0.00966,        0.0002999,       4.5492e-08,       0.00029995,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0721,       0.0048
      1283, 8303.708,    0.005,       2.7738e-05,       7.8991e-08,       2.7817e-05,        0.124,        0.161,       0.0994,        0.152,        0.125,        0.127,        0.193,         0.16,       0.0944,       0.0063,       0.00030007,        4.475e-08,       0.00030011,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0712,      0.00475
      1284, 8309.655,    0.005,       2.9474e-05,       1.3995e-07,       2.9614e-05,        0.127,        0.166,        0.101,        0.157,        0.129,        0.129,          0.2,        0.165,        0.146,      0.00975,       0.00030001,       4.4811e-08,       0.00030006,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0715,      0.00477
      1285, 8315.920,    0.005,       2.4694e-05,       3.3998e-08,       2.4728e-05,        0.117,        0.152,       0.0972,         0.14,        0.119,        0.124,        0.179,        0.152,       0.0648,      0.00432,       0.00030007,       4.4694e-08,       0.00030012,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0713,      0.00475
      1286, 8322.863,    0.005,       2.7173e-05,       5.0475e-08,       2.7223e-05,        0.123,         0.16,        0.101,        0.149,        0.125,        0.128,        0.189,        0.159,       0.0853,      0.00569,       0.00029982,       4.4827e-08,       0.00029987,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0713,      0.00476
      1287, 8329.468,    0.005,       2.6237e-05,       5.3841e-08,       2.6291e-05,         0.12,        0.157,       0.0994,        0.144,        0.122,        0.127,        0.185,        0.156,       0.0895,      0.00596,        0.0002997,       4.5001e-08,       0.00029975,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0715,      0.00477
      1288, 8336.116,    0.005,       2.7877e-05,       4.8798e-08,       2.7926e-05,        0.125,        0.162,       0.0986,        0.154,        0.126,        0.126,        0.194,         0.16,       0.0835,      0.00557,       0.00029987,       4.4949e-08,       0.00029992,        0.342,         0.53,        0.216,        0.485,        0.351,        0.334,        0.689,        0.512,       0.0714,      0.00476
      1289, 8342.987,    0.005,       2.9005e-05,       5.5263e-08,        2.906e-05,        0.127,        0.165,        0.102,        0.155,        0.129,         0.13,        0.198,        0.164,       0.0852,      0.00568,       0.00029988,       4.4603e-08,       0.00029992,        0.342,         0.53,        0.216,        0.486,        0.351,        0.334,        0.689,        0.512,       0.0712,      0.00474
      1290, 8351.009,    0.005,       2.8776e-05,       9.3444e-08,        2.887e-05,        0.128,        0.164,        0.106,        0.153,        0.129,        0.135,        0.193,        0.164,        0.111,      0.00742,       0.00030022,       4.4688e-08,       0.00030027,        0.342,        0.531,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0713,      0.00475
      1291, 8357.152,    0.005,        2.824e-05,        1.161e-07,       2.8356e-05,        0.125,        0.163,        0.101,        0.152,        0.127,         0.13,        0.193,        0.162,        0.125,      0.00836,       0.00030039,       4.5035e-08,       0.00030044,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0716,      0.00477
      1292, 8363.809,    0.005,       3.3292e-05,       7.0213e-08,       3.3362e-05,        0.133,        0.177,        0.103,        0.168,        0.136,        0.131,        0.217,        0.174,       0.0989,       0.0066,       0.00030034,       4.5131e-08,       0.00030039,        0.342,        0.531,        0.216,        0.486,        0.351,        0.334,         0.69,        0.512,       0.0714,      0.00476
      1293, 8370.458,    0.005,       3.3351e-05,        8.871e-08,        3.344e-05,        0.135,        0.177,        0.102,        0.173,        0.138,         0.13,        0.218,        0.174,        0.106,       0.0071,       0.00030044,       4.5295e-08,       0.00030049,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0715,      0.00477
      1294, 8377.075,    0.005,        3.088e-05,       7.2288e-08,       3.0952e-05,         0.13,         0.17,          0.1,        0.165,        0.133,        0.128,        0.208,        0.168,       0.0975,       0.0065,       0.00030066,       4.5298e-08,       0.00030071,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0717,      0.00478
      1295, 8383.633,    0.005,       3.4346e-05,       7.9788e-08,       3.4425e-05,        0.136,        0.179,        0.104,        0.172,        0.138,        0.133,        0.221,        0.177,        0.106,      0.00706,        0.0003006,       4.5014e-08,       0.00030065,        0.342,        0.531,        0.216,        0.486,        0.351,        0.335,         0.69,        0.512,       0.0712,      0.00475
